geolocation,name,nametype,:@computed_region_nnqa_25f4,fall,year,recclass,reclat,reclong,id,mass,:@computed_region_cbhk_fwbd
"{'type': 'Point', 'coordinates': [-69.04389, -16.66444]}",Carancas,Valid,,Fell,2007-01-01T00:00:00.000,H4-5,-16.664440,-69.043890,45817,342,
"{'type': 'Point', 'coordinates': [27, 38.5]}",Caratash,Valid,,Fell,1902-01-01T00:00:00.000,LL6,38.500000,27.000000,5265,8,
"{'type': 'Point', 'coordinates': [-78.06667, 36.08333]}",Castalia,Valid,648,Fell,1874-01-01T00:00:00.000,H5,36.083330,-78.066670,5291,7300,37
"{'type': 'Point', 'coordinates': [11.5, 43.35]}",Castel Berardenga,Valid,,Fell,1791-01-01T00:00:00.000,Stone-uncl,43.350000,11.500000,5292,,
"{'type': 'Point', 'coordinates': [-68.75, 44.38333]}",Castine,Valid,414,Fell,1848-01-01T00:00:00.000,L6,44.383330,-68.750000,5293,94,49
"{'type': 'Point', 'coordinates': [16.2, 39.8]}",Castrovillari,Valid,,Fell,1583-01-01T00:00:00.000,Stone-uncl,39.800000,16.200000,5295,15000,
"{'type': 'Point', 'coordinates': [-79.25, 36.5]}",Caswell County,Valid,637,Fell,1810-01-01T00:00:00.000,OC,36.500000,-79.250000,5296,1360,37
"{'type': 'Point', 'coordinates': [-105.23333, 26.46667]}",Ceniceros,Valid,,Fell,1988-01-01T00:00:00.000,L3.7,26.466670,-105.233330,5306,1025,
"{'type': 'Point', 'coordinates': [-96.91667, 43.2]}",Centerville,Valid,2684,Fell,1956-01-01T00:00:00.000,H5,43.200000,-96.916670,5307,45.6,21
"{'type': 'Point', 'coordinates': [8.3, 45.08333]}",Cereseto,Valid,,Fell,1840-01-01T00:00:00.000,H5,45.083330,8.300000,5308,6460,
"{'type': 'Point', 'coordinates': [109.31667, 28.53333]}",Chadong,Valid,,Fell,1998-01-01T00:00:00.000,L6,28.533330,109.316670,5313,3700,
"{'type': 'Point', 'coordinates': [81.66667, 25.36667]}",Chail,Valid,,Fell,1814-01-01T00:00:00.000,H6,25.366670,81.666670,5314,0.5,
"{'type': 'Point', 'coordinates': [83.48333, 25.85]}",Chainpur,Valid,,Fell,1907-01-01T00:00:00.000,LL3.4,25.850000,83.483330,5315,8200,
"{'type': 'Point', 'coordinates': [-58.05, -30.78333]}",Chajari,Valid,,Fell,1933-01-01T00:00:00.000,L5,-30.783330,-58.050000,5316,18300,
"{'type': 'Point', 'coordinates': [76.01667, 20.26667]}",Chandakapur,Valid,,Fell,1838-01-01T00:00:00.000,L5,20.266670,76.016670,5320,8800,
"{'type': 'Point', 'coordinates': [79.05, 27.28333]}",Chandpur,Valid,,Fell,1885-01-01T00:00:00.000,L6,27.283330,79.050000,5321,1100,
"{'type': 'Point', 'coordinates': [111.75, 29.08333]}",Changde,Valid,,Fell,1977-01-01T00:00:00.000,H5,29.083330,111.750000,5322,1810,
"{'type': 'Point', 'coordinates': [1.05, 46.68333]}",Chantonnay,Valid,,Fell,1812-01-01T00:00:00.000,L6,46.683330,1.050000,5325,31500,
"{'type': 'Point', 'coordinates': [-87.33333, 36.16667]}",Charlotte,Valid,2007,Fell,1835-01-01T00:00:00.000,"Iron, IVA",36.166670,-87.333330,5328,4300,39
"{'type': 'Point', 'coordinates': [1.56667, 47.93333]}",Charsonville,Valid,,Fell,1810-01-01T00:00:00.000,H6,47.933330,1.566670,5329,27000,
"{'type': 'Point', 'coordinates': [75.5, 29.48333]}",Charwallas,Valid,,Fell,1834-01-01T00:00:00.000,H6,29.483330,75.500000,5330,12000,
"{'type': 'Point', 'coordinates': [5.36667, 47.71667]}",Chassigny,Valid,,Fell,1815-01-01T00:00:00.000,Martian (chassignite),47.716670,5.366670,5331,4000,
"{'type': 'Point', 'coordinates': [2.91667, 47.93333]}",Château-Renard,Valid,,Fell,1841-01-01T00:00:00.000,L6,47.933330,2.916670,5332,30000,
"{'type': 'Point', 'coordinates': [-7.46667, 41.93333]}",Chaves,Valid,,Fell,1925-01-01T00:00:00.000,Howardite,41.933330,-7.466670,5334,2945,
"{'type': 'Point', 'coordinates': [32.5, -3.66667]}",Chela,Valid,,Fell,1988-01-01T00:00:00.000,H4,-3.666670,32.500000,5338,2936,
"{'type': 'Point', 'coordinates': [61.11667, 54.81667]}",Chelyabinsk,Valid,,Fell,2013-01-01T00:00:00.000,LL5,54.816670,61.116670,57165,100000,
"{'type': 'Point', 'coordinates': [-5.01472, 23.69639]}",Chergach ,Valid,,Fell,2007-01-01T00:00:00.000,H5,23.696390,-5.014720,47347,100000,
"{'type': 'Point', 'coordinates': [30.1, 53.7]}",Chernyi Bor,Valid,,Fell,1964-01-01T00:00:00.000,H4,53.700000,30.100000,5339,6000,
"{'type': 'Point', 'coordinates': [-81.88333, 35.03333]}",Cherokee Springs,Valid,2582,Fell,1933-01-01T00:00:00.000,LL6,35.033330,-81.883330,5340,8400,33
"{'type': 'Point', 'coordinates': [6.81667, 46.55]}",Chervettaz,Valid,,Fell,1901-01-01T00:00:00.000,L5,46.550000,6.816670,5341,705,
"{'type': 'Point', 'coordinates': [34, 50.83333]}",Chervony Kut,Valid,,Fell,1939-01-01T00:00:00.000,Eucrite-mmict,50.833330,34.000000,5342,1700,
"{'type': 'Point', 'coordinates': [76.5, 14.5]}",Chetrinahatti,Valid,,Fell,1880-01-01T00:00:00.000,Stone-uncl,14.500000,76.500000,5344,72,
"{'type': 'Point', 'coordinates': [101.63333, 17.9]}",Chiang Khan,Valid,,Fell,1981-01-01T00:00:00.000,H6,17.900000,101.633330,5345,367,
"{'type': 'Point', 'coordinates': [-79.73333, 40.93333]}",Chicora,Valid,2459,Fell,1938-01-01T00:00:00.000,LL6,40.933330,-79.733330,5349,303,48
"{'type': 'Point', 'coordinates': [33.395, -10.05944]}",Chisenga,Valid,,Fell,1988-01-01T00:00:00.000,"Iron, IIIAB",-10.059440,33.395000,5355,3920,
"{'type': 'Point', 'coordinates': [13.96667, -17.35]}",Chitado,Valid,,Fell,1966-01-01T00:00:00.000,L6,-17.350000,13.966670,5356,,
"{'type': 'Point', 'coordinates': [0.97667, 47.47083]}",Chitenay,Valid,,Fell,1978-01-01T00:00:00.000,L6,47.470830,0.976670,5357,4000,
"{'type': 'Point', 'coordinates': [108.1, -6.95]}",Cilimus,Valid,,Fell,1979-01-01T00:00:00.000,L5,-6.950000,108.100000,5364,1600,
"{'type': 'Point', 'coordinates': [-81.87278, 32.1025]}",Claxton,Valid,67,Fell,1984-01-01T00:00:00.000,L6,32.102500,-81.872780,5374,1455,31
,Clohars,Valid,,Fell,1822-01-01T00:00:00.000,L4,,,5383,48.6,
"{'type': 'Point', 'coordinates': [-90.28333, 44.9]}",Colby (Wisconsin),Valid,877,Fell,1917-01-01T00:00:00.000,L6,44.900000,-90.283330,5395,104000,41
"{'type': 'Point', 'coordinates': [19.38333, -33.13333]}",Cold Bokkeveld,Valid,,Fell,1838-01-01T00:00:00.000,CM2,-33.133330,19.383330,5397,5200,
"{'type': 'Point', 'coordinates': [-84.50778, 43.76111]}",Coleman,Valid,356,Fell,1994-01-01T00:00:00.000,L6,43.761110,-84.507780,5401,469,50
"{'type': 'Point', 'coordinates': [12.61667, 42.53333]}",Collescipoli,Valid,,Fell,1890-01-01T00:00:00.000,H5,42.533330,12.616670,5403,5000,
"{'type': 'Point', 'coordinates': [-47.55, -19.85]}",Conquista,Valid,,Fell,1965-01-01T00:00:00.000,H4,-19.850000,-47.550000,5418,20350,
"{'type': 'Point', 'coordinates': [-100.86667, 21.16667]}",Cosina,Valid,,Fell,1844-01-01T00:00:00.000,H5,21.166670,-100.866670,5451,1200,
"{'type': 'Point', 'coordinates': [76.26667, 10.2]}",Cranganore,Valid,,Fell,1917-01-01T00:00:00.000,L6,10.200000,76.266670,5465,1460,
"{'type': 'Point', 'coordinates': [-97.58333, 35.95]}",Crescent,Valid,2201,Fell,1936-01-01T00:00:00.000,CM2,35.950000,-97.583330,5470,78.400000000000006,20
"{'type': 'Point', 'coordinates': [27.3, -27.7]}",Cronstad,Valid,,Fell,1877-01-01T00:00:00.000,H5,-27.700000,27.300000,5474,3650,
"{'type': 'Point', 'coordinates': [-78.13333, 35.63333]}",Cross Roads,Valid,2332,Fell,1892-01-01T00:00:00.000,H5,35.633330,-78.133330,5476,167,37
"{'type': 'Point', 'coordinates': [-6.21667, 54.61667]}",Crumlin,Valid,,Fell,1902-01-01T00:00:00.000,L5,54.616670,-6.216670,5477,4255,
"{'type': 'Point', 'coordinates': [-84.35, 36.83333]}",Cumberland Falls,Valid,1426,Fell,1919-01-01T00:00:00.000,Aubrite,36.833330,-84.350000,5496,17000,36
"{'type': 'Point', 'coordinates': [-84.25, 38.4]}",Cynthiana,Valid,244,Fell,1877-01-01T00:00:00.000,L/LL4,38.400000,-84.250000,5500,6000,36
"{'type': 'Point', 'coordinates': [8.83333, 35.61667]}",Dahmani,Valid,,Fell,1981-01-01T00:00:00.000,LL6,35.616670,8.833330,5504,18000,
"{'type': 'Point', 'coordinates': [83.96667, 26.91667]}",Dandapur,Valid,,Fell,1878-01-01T00:00:00.000,L6,26.916670,83.966670,5511,5650,
"{'type': 'Point', 'coordinates': [24.56667, -28.2]}",Daniel's Kuil,Valid,,Fell,1868-01-01T00:00:00.000,EL6,-28.200000,24.566670,5513,1064,
"{'type': 'Point', 'coordinates': [-87.06667, 34.4]}",Danville,Valid,103,Fell,1868-01-01T00:00:00.000,L6,34.400000,-87.066670,5514,2000,29
"{'type': 'Point', 'coordinates': [8.65, 49.86667]}",Darmstadt,Valid,,Fell,1804-01-01T00:00:00.000,H5,49.866670,8.650000,6603,100,
"{'type': 'Point', 'coordinates': [59.685, 41.98444]}",Dashoguz,Valid,,Fell,1998-01-01T00:00:00.000,H5,41.984440,59.685000,6604,7000,
"{'type': 'Point', 'coordinates': [-79.95756, -1.87089]}",Daule,Valid,,Fell,2008-01-01T00:00:00.000,L5,-1.870890,-79.957560,51559,6580,
"{'type': 'Point', 'coordinates': [-80, 43]}",De Cewsville,Valid,,Fell,1887-01-01T00:00:00.000,H6,43.000000,-80.000000,6621,340,
"{'type': 'Point', 'coordinates': [-74, 40.25]}",Deal,Valid,2491,Fell,1829-01-01T00:00:00.000,L6,40.250000,-74.000000,6634,28,
"{'type': 'Point', 'coordinates': [77.25, 28.56667]}",Delhi,Valid,,Fell,1897-01-01T00:00:00.000,L5,28.566670,77.250000,6642,0.8,
"{'type': 'Point', 'coordinates': [84.76667, 51.46667]}",Demina,Valid,,Fell,1911-01-01T00:00:00.000,L6,51.466670,84.766670,6649,16400,
"{'type': 'Point', 'coordinates': [-104.93056, 39.7825]}",Denver,Valid,1444,Fell,1967-01-01T00:00:00.000,L6,39.782500,-104.930560,6660,230,9
"{'type': 'Point', 'coordinates': [93.86667, 26.68333]}",Dergaon,Valid,,Fell,2001-01-01T00:00:00.000,H5,26.683330,93.866670,6664,12500,
"{'type': 'Point', 'coordinates': [73.61667, 25.73333]}",Desuri,Valid,,Fell,1962-01-01T00:00:00.000,H6,25.733330,73.616670,6693,25400,
"{'type': 'Point', 'coordinates': [81, 19]}",Devgaon,Valid,,Fell,2001-01-01T00:00:00.000,H3.8,19.000000,81.000000,6694,12000,
"{'type': 'Point', 'coordinates': [76.525, 24.225]}",Devri-Khera,Valid,,Fell,1994-01-01T00:00:00.000,L6,24.225000,76.525000,6696,1140,
"{'type': 'Point', 'coordinates': [71.42722, 22.37778]}",Dhajala,Valid,,Fell,1976-01-01T00:00:00.000,H3.8,22.377780,71.427220,6698,45000,
"{'type': 'Point', 'coordinates': [75.6, 14.88333]}",Dharwar,Valid,,Fell,1848-01-01T00:00:00.000,OC,14.883330,75.600000,6699,1800,
"{'type': 'Point', 'coordinates': [76.46667, 32.23333]}",Dhurmsala,Valid,,Fell,1860-01-01T00:00:00.000,LL6,32.233330,76.466670,7640,32000,
"{'type': 'Point', 'coordinates': [27.32997, 37.35172]}",Didim,Valid,,Fell,2007-01-01T00:00:00.000,H3-5,37.351720,27.329970,47350,3396,
"{'type': 'Point', 'coordinates': [18.56667, -33.75]}",Diep River,Valid,,Fell,1906-01-01T00:00:00.000,L6,-33.750000,18.566670,7642,1000,
"{'type': 'Point', 'coordinates': [-60.46667, -31.88333]}",Distrito Quebracho,Valid,,Fell,1957-01-01T00:00:00.000,H4,-31.883330,-60.466670,7649,400,
"{'type': 'Point', 'coordinates': [111.5, -7.5]}",Djati-Pengilon,Valid,,Fell,1884-01-01T00:00:00.000,H6,-7.500000,111.500000,7652,166000,
"{'type': 'Point', 'coordinates': [15.05, 12.73333]}",Djermaia,Valid,,Fell,1961-01-01T00:00:00.000,H,12.733330,15.050000,7656,3950,
"{'type': 'Point', 'coordinates': [9.55, 36.95]}",Djoumine,Valid,,Fell,1999-01-01T00:00:00.000,H5-6,36.950000,9.550000,7657,10000,
"{'type': 'Point', 'coordinates': [90.33333, 23.5]}",Dokachi,Valid,,Fell,1903-01-01T00:00:00.000,H5,23.500000,90.333330,7658,3840,
"{'type': 'Point', 'coordinates': [25.3, 50.75]}",Dolgovoli,Valid,,Fell,1864-01-01T00:00:00.000,L6,50.750000,25.300000,7659,1600,
"{'type': 'Point', 'coordinates': [29, 40]}",Domanitch,Valid,,Fell,1907-01-01T00:00:00.000,L5,40.000000,29.000000,7661,438,
"{'type': 'Point', 'coordinates': [119.03333, 45.5]}",Dong Ujimqin Qi,Valid,,Fell,1995-01-01T00:00:00.000,Mesosiderite,45.500000,119.033330,7706,128800,
"{'type': 'Point', 'coordinates': [82.45, 21.86667]}",Donga Kohrod,Valid,,Fell,1899-01-01T00:00:00.000,H6,21.866670,82.450000,7707,230,
"{'type': 'Point', 'coordinates': [120.78333, 32.91667]}",Dongtai,Valid,,Fell,1970-01-01T00:00:00.000,LL6,32.916670,120.783330,7708,5500,
"{'type': 'Point', 'coordinates': [112.3, 51.2]}",Doroninsk,Valid,,Fell,1805-01-01T00:00:00.000,H5-7,51.200000,112.300000,7718,3891,
"{'type': 'Point', 'coordinates': [3.16667, 13.05]}",Dosso,Valid,,Fell,1962-01-01T00:00:00.000,L6,13.050000,3.166670,7722,1250,
"{'type': 'Point', 'coordinates': [-6.3, 32.33333]}",Douar Mghila,Valid,,Fell,1932-01-01T00:00:00.000,LL6,32.333330,-6.300000,7723,1161,
"{'type': 'Point', 'coordinates': [33.91667, -13.66667]}",Dowa,Valid,,Fell,1976-01-01T00:00:00.000,Stone-uncl,-13.666670,33.916670,7725,642,
"{'type': 'Point', 'coordinates': [-86.5, 36.4]}",Drake Creek,Valid,2115,Fell,1827-01-01T00:00:00.000,L6,36.400000,-86.500000,7728,5000,39
"{'type': 'Point', 'coordinates': [-82.26, 42.52]}",Dresden (Ontario),Valid,,Fell,1939-01-01T00:00:00.000,H6,42.520000,-82.260000,7731,47700,
"{'type': 'Point', 'coordinates': [18.44167, 42.45833]}",Dubrovnik,Valid,,Fell,1951-01-01T00:00:00.000,L3-6,42.458330,18.441670,7736,1900,
"{'type': 'Point', 'coordinates': [152.83333, -31.66667]}",Dunbogan,Valid,,Fell,1999-01-01T00:00:00.000,L6,-31.666670,152.833330,7743,30,
"{'type': 'Point', 'coordinates': [-8.03333, 52.55]}",Dundrum,Valid,,Fell,1865-01-01T00:00:00.000,H5,52.550000,-8.033330,7745,2270,
"{'type': 'Point', 'coordinates': [128.25, 43.33333]}",Dunhua,Valid,,Fell,1976-01-01T00:00:00.000,Stone-uncl,43.333330,128.250000,7749,,
"{'type': 'Point', 'coordinates': [76.63333, 30.3]}",Durala,Valid,,Fell,1815-01-01T00:00:00.000,L6,30.300000,76.633330,7750,13200,
"{'type': 'Point', 'coordinates': [39.5, -4]}",Duruma,Valid,,Fell,1853-01-01T00:00:00.000,L6,-4.000000,39.500000,7752,577,
"{'type': 'Point', 'coordinates': [127.26667, 33.43333]}",Duwun,Valid,,Fell,1943-01-01T00:00:00.000,L6,33.433330,127.266670,7754,2117,
"{'type': 'Point', 'coordinates': [31.31667, -27.2]}",Dwaleni,Valid,,Fell,1970-01-01T00:00:00.000,H4-6,-27.200000,31.316670,7755,3230,
"{'type': 'Point', 'coordinates': [82, 26.25]}",Dyalpur,Valid,,Fell,1872-01-01T00:00:00.000,Ureilite,26.250000,82.000000,7757,300,
"{'type': 'Point', 'coordinates': [151, -3]}",Dyarrl Island,Valid,,Fell,1933-01-01T00:00:00.000,Mesosiderite-A1,-3.000000,151.000000,7758,188,
"{'type': 'Point', 'coordinates': [-96.47167, 40.78167]}",Eagle,Valid,462,Fell,1947-01-01T00:00:00.000,EL6,40.781670,-96.471670,7760,10000,19
"{'type': 'Point', 'coordinates': [15.83333, -17.3]}",Ehole,Valid,,Fell,1961-01-01T00:00:00.000,H5,-17.300000,15.833330,7774,2400,
"{'type': 'Point', 'coordinates': [11.21667, 48.9]}",Eichstädt,Valid,,Fell,1785-01-01T00:00:00.000,H5,48.900000,11.216670,7775,3000,
"{'type': 'Point', 'coordinates': [13, 56.03333]}",Ekeby,Valid,,Fell,1939-01-01T00:00:00.000,H4,56.033330,13.000000,7776,3336,
"{'type': 'Point', 'coordinates': [78.78333, 28.26667]}",Ekh Khera,Valid,,Fell,1916-01-01T00:00:00.000,H6,28.266670,78.783330,7777,840,
"{'type': 'Point', 'coordinates': [3.25, 34.41667]}",El Idrissia,Valid,,Fell,1989-01-01T00:00:00.000,L6,34.416670,3.250000,7807,10000,
"{'type': 'Point', 'coordinates': [-97.37, 25.37]}",El Paso de Aguila,Valid,,Fell,1977-01-01T00:00:00.000,H5,25.370000,-97.370000,45977,17226,
"{'type': 'Point', 'coordinates': [-103.05167, 19.96722]}",El Tigre,Valid,,Fell,1993-01-01T00:00:00.000,L6,19.967220,-103.051670,7819,5000,
"{'type': 'Point', 'coordinates': [-104.58817, 39.24667]}",Elbert,Valid,88,Fell,1998-01-01T00:00:00.000,LL6,39.246670,-104.588170,7822,680.5,9
"{'type': 'Point', 'coordinates': [12.73333, 50.18333]}",Elbogen,Valid,,Fell,1400-01-01T00:00:00.000,"Iron, IID",50.183330,12.733330,7823,107000,
"{'type': 'Point', 'coordinates': [37.66667, 47.83333]}",Elenovka,Valid,,Fell,1951-01-01T00:00:00.000,L5,47.833330,37.666670,7824,54640,
"{'type': 'Point', 'coordinates': [4, 51.75]}",Ellemeet,Valid,,Fell,1925-01-01T00:00:00.000,Diogenite,51.750000,4.000000,10019,1470,
"{'type': 'Point', 'coordinates': [151.61667, -29.46667]}",Emmaville,Valid,,Fell,1900-01-01T00:00:00.000,Eucrite-mmict,-29.466670,151.616670,10033,127,
"{'type': 'Point', 'coordinates': [109.5, 30.3]}",Enshi,Valid,,Fell,1974-01-01T00:00:00.000,H5,30.300000,109.500000,10038,8000,
"{'type': 'Point', 'coordinates': [7.35, 47.86667]}",Ensisheim,Valid,,Fell,1492-01-01T00:00:00.000,LL6,47.866670,7.350000,10039,127000,
"{'type': 'Point', 'coordinates': [6.46667, 48.18333]}",Épinal,Valid,,Fell,1822-01-01T00:00:00.000,H5,48.183330,6.466670,10041,277,
"{'type': 'Point', 'coordinates': [81.89167, 19.03333]}",Erakot,Valid,,Fell,1940-01-01T00:00:00.000,CM2,19.033330,81.891670,10042,113,
"{'type': 'Point', 'coordinates': [44.5, 40.3]}",Erevan,Valid,,Fell,1911-01-01T00:00:00.000,Howardite,40.300000,44.500000,10043,107.2,
"{'type': 'Point', 'coordinates': [44.16667, 1.16667]}",Ergheo,Valid,,Fell,1889-01-01T00:00:00.000,L5,1.166670,44.166670,10044,20000,
"{'type': 'Point', 'coordinates': [11.25, 52.21667]}",Erxleben,Valid,,Fell,1812-01-01T00:00:00.000,H6,52.216670,11.250000,10049,2250,
"{'type': 'Point', 'coordinates': [-1.1, 46.25]}",Esnandes,Valid,,Fell,1837-01-01T00:00:00.000,L6,46.250000,-1.100000,10051,1500,
"{'type': 'Point', 'coordinates': [30.83333, 2.88333]}",Essebi,Valid,,Fell,1957-01-01T00:00:00.000,C2-ung,2.883330,30.833330,10055,500,
"{'type': 'Point', 'coordinates': [-94.83333, 43.41667]}",Estherville,Valid,277,Fell,1879-01-01T00:00:00.000,Mesosiderite-A3/4,43.416670,-94.833330,10059,320000,16
"{'type': 'Point', 'coordinates': [-97.03333, 39.75]}",Farmington,Valid,1300,Fell,1890-01-01T00:00:00.000,L5,39.750000,-97.033330,10074,89400,17
"{'type': 'Point', 'coordinates': [-77.53333, 35.55]}",Farmville,Valid,2439,Fell,1934-01-01T00:00:00.000,H4,35.550000,-77.533330,10075,56000,37
"{'type': 'Point', 'coordinates': [2.81667, 44.38333]}",Favars,Valid,,Fell,1844-01-01T00:00:00.000,H5,44.383330,2.816670,10078,1500,
"{'type': 'Point', 'coordinates': [-94.16667, 36.05]}",Fayetteville,Valid,70,Fell,1934-01-01T00:00:00.000,H4,36.050000,-94.166670,10079,2360,15
"{'type': 'Point', 'coordinates': [8.45, 36.88333]}",Feid Chair,Valid,,Fell,1875-01-01T00:00:00.000,H4,36.883330,8.450000,10080,380,
"{'type': 'Point', 'coordinates': [-87.16667, 32.53333]}",Felix,Valid,1631,Fell,1900-01-01T00:00:00.000,CO3.3,32.533330,-87.166670,10081,3200,29
"{'type': 'Point', 'coordinates': [116.75, 34.6]}",Fenghsien-Ku,Valid,,Fell,1924-01-01T00:00:00.000,H5,34.600000,116.750000,10086,82,
"{'type': 'Point', 'coordinates': [-81.41667, 36.1]}",Ferguson,Valid,2331,Fell,1889-01-01T00:00:00.000,OC,36.100000,-81.416670,10088,220,37
"{'type': 'Point', 'coordinates': [13.75333, 43.18111]}",Fermo,Valid,,Fell,1996-01-01T00:00:00.000,H3-5,43.181110,13.753330,10091,10200,
"{'type': 'Point', 'coordinates': [-96.85, 47.81667]}",Fisher,Valid,385,Fell,1894-01-01T00:00:00.000,L6,47.816670,-96.850000,10107,17600,1
"{'type': 'Point', 'coordinates': [-97.76667, 30.83333]}",Florence,Valid,807,Fell,1922-01-01T00:00:00.000,H3,30.833330,-97.766670,10111,3640,23
"{'type': 'Point', 'coordinates': [-93.66667, 43.25]}",Forest City,Valid,1785,Fell,1890-01-01T00:00:00.000,H5,43.250000,-93.666670,10119,152000,16
"{'type': 'Point', 'coordinates': [146.85833, -33.35]}",Forest Vale,Valid,,Fell,1942-01-01T00:00:00.000,H4,-33.350000,146.858330,10120,26000,
"{'type': 'Point', 'coordinates': [-78.08333, 36.78333]}",Forksville,Valid,2839,Fell,1924-01-01T00:00:00.000,L6,36.783330,-78.083330,10123,6067,40
"{'type': 'Point', 'coordinates': [7.31667, 50.95]}",Forsbach,Valid,,Fell,1900-01-01T00:00:00.000,H6,50.950000,7.316670,10163,240,
"{'type': 'Point', 'coordinates': [-83.96667, 33.01667]}",Forsyth,Valid,1470,Fell,1829-01-01T00:00:00.000,L6,33.016670,-83.966670,10164,16300,31
"{'type': 'Point', 'coordinates': [7, 28.25]}",Fort Flatters,Valid,,Fell,1944-01-01T00:00:00.000,Stone-uncl,28.250000,7.000000,10166,,
"{'type': 'Point', 'coordinates': [-87.83333, 34.48333]}",Frankfort (stone),Valid,99,Fell,1868-01-01T00:00:00.000,Howardite,34.483330,-87.833330,10177,650,29
"{'type': 'Point', 'coordinates': [113.56694, 31.47556]}",Fuhe,Valid,,Fell,1945-01-01T00:00:00.000,L5,31.475560,113.566940,52412,23000,
"{'type': 'Point', 'coordinates': [130.2, 33.18333]}",Fukutomi,Valid,,Fell,1882-01-01T00:00:00.000,L5,33.183330,130.200000,10836,11620,
"{'type': 'Point', 'coordinates': [10.33333, 55.33333]}",Fünen,Valid,,Fell,1654-01-01T00:00:00.000,Stone-uncl,55.333330,10.333330,10838,,
"{'type': 'Point', 'coordinates': [80.81667, 25.95]}",Futtehpur,Valid,,Fell,1822-01-01T00:00:00.000,L6,25.950000,80.816670,10839,4000,
"{'type': 'Point', 'coordinates': [115.9, 32.9]}",Fuyang,Valid,,Fell,1977-01-01T00:00:00.000,Stone-uncl,32.900000,115.900000,10840,2500,
"{'type': 'Point', 'coordinates': [0.4, 44.3]}",Galapian,Valid,,Fell,1826-01-01T00:00:00.000,H6,44.300000,0.400000,10846,132.69999999999999,
"{'type': 'Point', 'coordinates': [12.43333, 7.05]}",Galim (a),Valid,,Fell,1952-01-01T00:00:00.000,LL6,7.050000,12.433330,10848,36.1,
"{'type': 'Point', 'coordinates': [12.43333, 7.05]}",Galim (b),Valid,,Fell,1952-01-01T00:00:00.000,EH3/4-an,7.050000,12.433330,10849,28,
"{'type': 'Point', 'coordinates': [30.78333, 51.68333]}",Galkiv,Valid,,Fell,1995-01-01T00:00:00.000,H4,51.683330,30.783330,10850,5000,
"{'type': 'Point', 'coordinates': [68.53333, 27.35]}",Gambat,Valid,,Fell,1897-01-01T00:00:00.000,L6,27.350000,68.533330,10851,6400,
"{'type': 'Point', 'coordinates': [-2.18333, 11.65]}",Gao-Guenie,Valid,,Fell,1960-01-01T00:00:00.000,H5,11.650000,-2.183330,10854,,
"{'type': 'Point', 'coordinates': [68.53333, 27.88333]}",Garhi Yasin,Valid,,Fell,1917-01-01T00:00:00.000,"Iron, IIE",27.883330,68.533330,10860,380,
"{'type': 'Point', 'coordinates': [-112.13333, 41.68333]}",Garland,Valid,2985,Fell,1950-01-01T00:00:00.000,Diogenite-pm,41.683330,-112.133330,10861,102,13
"{'type': 'Point', 'coordinates': [11.03333, 12.85]}",Gashua,Valid,,Fell,1984-01-01T00:00:00.000,L6,12.850000,11.033330,44882,4162,
"{'type': 'Point', 'coordinates': [-2.04167, 14.15083]}",Gasseltepaoua,Valid,,Fell,2000-01-01T00:00:00.000,H5,14.150830,-2.041670,10866,,
"{'type': 'Point', 'coordinates': [11.91667, 12.91667]}",Geidam,Valid,,Fell,1950-01-01T00:00:00.000,H5,12.916670,11.916670,10870,725,
"{'type': 'Point', 'coordinates': [136.88333, 35.53333]}",Gifu,Valid,,Fell,1909-01-01T00:00:00.000,L6,35.533330,136.883330,10914,14290,
"{'type': 'Point', 'coordinates': [13.56667, 37.31667]}",Girgenti,Valid,,Fell,1853-01-01T00:00:00.000,L6,37.316670,13.566670,10917,18000,
"{'type': 'Point', 'coordinates': [9.91667, 9.6]}",Git-Git,Valid,,Fell,1947-01-01T00:00:00.000,L6,9.600000,9.916670,10919,480,
"{'type': 'Point', 'coordinates': [6.86667, 52.2]}",Glanerbrug,Valid,,Fell,1990-01-01T00:00:00.000,L/LL5,52.200000,6.866670,10923,670,
"{'type': 'Point', 'coordinates': [107.7, -7.25]}",Glanggang,Valid,,Fell,1939-01-01T00:00:00.000,H5-6,-7.250000,107.700000,10924,1303,
"{'type': 'Point', 'coordinates': [37.61667, 57.35]}",Glasatovo,Valid,,Fell,1918-01-01T00:00:00.000,H4,57.350000,37.616670,10926,152000,
"{'type': 'Point', 'coordinates': [-0.3, 52.45972]}",Glatton,Valid,,Fell,1991-01-01T00:00:00.000,L6,52.459720,-0.300000,10930,767,
"{'type': 'Point', 'coordinates': [16.76667, 50.66667]}",Gnadenfrei,Valid,,Fell,1879-01-01T00:00:00.000,H5,50.666670,16.766670,10936,1750,
"{'type': 'Point', 'coordinates': [89.05, 24.23333]}",Gopalpur,Valid,,Fell,1865-01-01T00:00:00.000,H6,24.233330,89.050000,10948,1600,
"{'type': 'Point', 'coordinates': [38.08333, 48.28333]}",Gorlovka,Valid,,Fell,1974-01-01T00:00:00.000,H3.7,48.283330,38.083330,10949,3618,
"{'type': 'Point', 'coordinates': [2.25, 42.9]}",Granes,Valid,,Fell,1964-01-01T00:00:00.000,L6,42.900000,2.250000,10956,9000,
"{'type': 'Point', 'coordinates': [11, 60.66667]}",Grefsheim,Valid,,Fell,1976-01-01T00:00:00.000,L5,60.666670,11.000000,11196,45.5,
